,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
129804,4IqzhMpKHEspD-2bASdPow,"""Typecast Ink Tattoo & Piercing Studio""",,"""602 E Green St, Ste 2""",Champaign,IL,61820,40.1107889,-88.230157,4.5,13,1,Tattoo;Piercing;Beauty & Spas
129971,xerBarrLxpO4T0eoADrcIg,"""Quality Inn & Suites""",,"""305 Marketview Dr""",Champaign,IL,61822,40.13674,-88.248393,2.0,17,1,Hotels & Travel;Hotels;Event Planning & Services
130130,r_QcMIgY2zxdcV40kK_rxw,"""Applebee's Neighborhood Grill & Bar""",,"""2121 N Prospect Ave""",Champaign,IL,61822,40.1421399,-88.2585105,2.0,36,1,Steakhouses;Restaurants;American (Traditional);Nightlife;Bars;Burgers;Sports Bars
130238,7exiPAbaCjBdU3f_yCZQxg,"""The Eye Center""",,"""2151 S Neil St""",Champaign,IL,61820,40.08916,-88.246504,3.0,6,1,Optometrists;Doctors;Health & Medical;Ophthalmologists;Pediatricians
130379,PjOobIUE5onVqU_t7gskrQ,"""Garcia's Pizza In a Pan""",,"""Second & Green""",Urbana,IL,61801,40.110231,-88.237045,3.5,9,0,Restaurants;Pizza
130433,OC5BqhpPhnJJr7IXLsXIbg,"""Papa D's Bar & Grill""",,"""401 E Green St""",Champaign,IL,61820,40.1102514,-88.2335202,3.0,4,0,American (New);Restaurants;Nightlife;Bars
130478,7y15tx9HxN8O2exJfTbGQg,"""Midwest Barber Co""",,"""9 E University Ave""",Champaign,IL,61820,40.1160997,-88.2430593,5.0,4,1,Beauty & Spas;Men's Hair Salons;Hair Salons;Barbers
130588,EybiuKEnH-AHYG34qG8gFw,"""Corkscrew Wine Emporium""",,"""203 N Vine St""",Urbana,IL,61802,40.1138007,-88.2053424,4.0,4,0,Food;Beer;Wine & Spirits
130597,rRc6aK4n2oSXLQniRCT4uw,"""Christopher's Fine Jewelry Design""",,"""124 N Neil St""",Champaign,IL,61820,40.1172064,-88.2432217,4.0,8,1,Shopping;Jewelry Repair;Appraisal Services;Local Services;Jewelry
130697,SYYcmL87IBIdPJ4AbM-6sw,"""Seno Formal Wear""",,"""53 E Marketview Dr""",Champaign,IL,61820,40.1372,-88.240143,4.0,3,1,Formal Wear;Fashion;Shopping
130849,YrZxRSTg_dVbZd5PXz7G5Q,"""Dairy Queen""",,"""911 W University Ave""",Urbana,IL,61801,40.1161396,-88.2202683,4.0,6,1,Ice Cream & Frozen Yogurt;Food;Fast Food;American (New);Restaurants
130928,zrtRx2bm55zVeYIpzLLm3w,"""Niro's Gyros""",,"""2001 W Springfield Ave""",Champaign,IL,61821,40.1125258,-88.2804392,3.5,34,1,Restaurants;Greek
130929,0ik4cVcAjkq6cIXerk9SzA,"""Planet Fitness - Champaign""",,"""2002 Glen Park Dr""",Champaign,IL,61821,40.1199299,-88.276606,3.0,16,1,Fitness & Instruction;Gyms;Active Life;Trainers
130988,quBiDNgMLYoWP6Q2YSgZLg,"""Don Juan Cocina Mexicana & Cantina""",,"""1106 W University Ave""",Urbana,IL,61801,40.1166989,-88.223116,3.0,23,0,Mexican;Restaurants
131015,C1uqM8hRdRW0GImkDHNqsg,"""Blossom Basket Florist""",,"""1002 N Cunningham Ave""",Urbana,IL,61802,40.122183,-88.201408,4.5,28,1,Shopping;Event Planning & Services;Wedding Planning;Florists;Flowers & Gifts
131284,OYDJfxJHHKAWPlqAg4IuNw,"""Helmuth Garage Door""",,"""""",Champaign,IL,61821,40.1017582,-88.2753144,3.0,4,1,Home Services;Building Supplies;Garage Door Services
131341,eezVjNlzIZrXs9GM5O8b2w,"""Vape Vault""",,"""723 S Neil St""",Champaign,IL,61820,40.107102,-88.243891,5.0,3,1,Shopping;Vape Shops
131509,QLgFt4lCcv4G-FOQQcjNnQ,"""The Weiner Companies""",,"""211 E Green St""",Urbana,IL,61801,40.1108,-88.20527,3.0,11,1,Real Estate Agents;Home Staging;Home Services;Property Management;Real Estate Services;Real Estate;Apartments
131652,TEXUVhF-G_v2Sxwqti8HQA,"""Old Chicago""",,"""1910 N Neil St""",Champaign,IL,61820,40.139794,-88.243786,3.0,58,1,Pizza;Nightlife;Beer Bar;Salad;American (Traditional);Restaurants;Bars
131653,mtQegvq9xW-qw-3EOswZMg,"""Good Vibes""",,"""1501 N Prospect Ave""",Champaign,IL,61820,40.131149,-88.258386,3.5,3,1,Television Service Providers;Mobile Phones;Home Automation;Home Services;Electronics;Shopping;Home Theatre Installation
131713,wKaTLh2SJDmK1ihxgNq1zA,"""Creative Smiles Dental Care""",,"""1905 Convenience Pl""",Champaign,IL,61820,40.1390293,-88.2431953,2.0,5,1,Health & Medical;General Dentistry;Dentists
131769,z50FVnW-Lcevj8z2KZQ_gw,"""Beri Frozen Yogurt""",,"""701 S 6th St""",Champaign,IL,61820,40.1102758,-88.2304104,4.0,13,0,Food;Ice Cream & Frozen Yogurt
131826,efdPLo00sOD-1Wf77hg5jQ,"""TruGreen Lawn Care""",,"""108 Petry Ct""",Champaign,IL,61822,40.1372811,-88.2383716,2.0,9,1,Tree Services;Shopping;Home & Garden;Nurseries & Gardening;Home Services;Landscaping
132057,FUo_P_YMI-5rv8y70o8-Zw,"""Regal Nails""",,"""100 S High Cross Rd""",Urbana,IL,61802,40.1116533,-88.1593408,1.0,3,1,Nail Salons;Beauty & Spas
132065,bP_HZle1uUaILvSaS_cYbQ,"""Walgreens""",,"""1509 S Neil St""",Champaign,IL,61820,40.0986335,-88.2451999,3.0,9,1,Beauty & Spas;Food;Cosmetics & Beauty Supply;Shopping;Drugstores;Convenience Stores
132124,gnqHyA6gY2-m9S-FKt6Xqw,"""Cravings""",,"""603 S Wright St""",Champaign,IL,61820,40.1112203703,-88.2290604075,4.0,149,1,Restaurants;Chinese;Asian Fusion;Malaysian
132261,6v27Fok1kKSZmp1Mjz8V3w,"""O'reilly Auto Parts""",,"""1009 N Mattis Ave""",Champaign,IL,61821,40.1263463,-88.2775705,4.5,3,1,Automotive;Auto Parts & Supplies
132294,Lu4PK5K0PMpYpT9j1bj_dg,"""Mattex Service - Heating, Cooling and Plumbing""",,"""402 S Staley Rd""",Champaign,IL,61822,40.1122603,-88.3138527,5.0,6,1,Electricians;Home Services;Heating & Air Conditioning/HVAC;Plumbing
132386,c1KRfKtA3AUbf7r9utctVg,"""The UPS Store""",,"""907 W Marketview Dr, Ste 10""",Champaign,IL,61822,40.1379585266,-88.2606506348,3.0,6,1,Shipping Centers;Printing Services;Notaries;Local Services
132447,MHgcgssjaDa8OJQk0i_iHQ,"""American Freight Furniture and Mattress""",,"""2002 Glenn Park Dr, Ste B""",Champaign,IL,61821,40.1196601,-88.2780517,2.0,6,1,Furniture Stores;Mattresses;Home & Garden;Home Decor;Shopping
132516,ZiJVt1CsKoXyqSOZW8V4-A,"""Comfort Suites Urbana Champaign, University Area""",,"""2001 North Lincoln Ave""",Urbana,IL,61801,40.130976,-88.220219,4.5,26,1,Hotels & Travel;Event Planning & Services;Hotels
132558,ediINKecrx7xDpD_rh0LmQ,"""KleenRite""",,"""602 Ashford Ct""",Champaign,IL,61822,40.1102066,-88.3092345,5.0,4,1,Local Services;Air Duct Cleaning;Damage Restoration;Dry Cleaning & Laundry;Carpeting;Shopping;Carpet Cleaning;Home Services;Contractors;Home & Garden;Heating & Air Conditioning/HVAC;Office Cleaning;Professional Services
132658,2yK6dW1qOXCoGoKAUPfWeA,"""Flats Fixed""",,"""911 W Main St""",Urbana,IL,61801,40.1143035889,-88.2204360962,5.0,4,0,Shopping;Bikes;Sporting Goods;Local Services;Bike Repair/Maintenance
132761,3AgIRb50RRbwvI54tAhlEA,"""Restoring Balance""",,"""44 E Main St, Ste 407""",Champaign,IL,61820,40.1175979,-88.2413998,5.0,10,1,Health & Medical;Fitness & Instruction;Yoga;Massage Therapy;Beauty & Spas;Active Life;Massage
132846,Z-vKQy-mwqrpvPrsEYgJsg,"""The Vault Art Gallery""",,"""100 N Main St""",Tuscola,IL,61953,39.7989799,-88.2877204,4.5,3,1,Books;Mags;Music & Video;Vinyl Records;Electronics;Shopping;Music & DVDs;Art Galleries;Arts & Entertainment
132856,8S2u4I68ePdkuyoqPRJX0g,"""I-Power School of Gymnastics""",,"""215 S Staley Rd""",Champaign,IL,61822,40.1157908,-88.3149538,4.5,3,1,Kids Activities;Active Life;Summer Camps;Gymnastics;Sports Clubs
133040,ZpPd9a-Tv_NGXh8P1ivjzA,"""Starr Limousine""",,"""907 N Country Fair Dr""",Champaign,IL,61821,40.1247477,-88.2809424,2.5,4,1,Transportation;Professional Services;Limos;Hotels & Travel;Airport Shuttles
133105,Gzs4Gjd2MI72mmmWKwfXlw,"""Brainstorm Escapes""",,"""61 E University St""",Champaign,IL,61820,40.1161286033,-88.239983373,5.0,17,1,Active Life;Escape Games;Books;Mags;Music & Video;Shopping;Video Game Stores;Arts & Entertainment
133375,OrX0D6xwxmymxfzWRatT7Q,"""Culver's""",,"""903 W Marketview Dr""",Champaign,IL,61822,40.1377918,-88.2596769,3.5,18,1,Burgers;Sandwiches;Food;Restaurants;Ice Cream & Frozen Yogurt;Fast Food
133411,Oo-ZEfbDJw1eiizih7_qWQ,"""Taipei Cafe""",,"""512 E Green St, Ste C""",Champaign,IL,61820,40.1105623,-88.2314528,4.5,5,1,Food;Desserts;Bubble Tea;Shaved Snow;Coffee & Tea
133575,6h4QQxgZ84PBN3nIea-DLA,"""Don's 24 Hour Towing""",,"""1307 N Harris Ave""",Champaign,IL,61820,40.1288063,-88.2535941,4.0,5,1,Auto Parts & Supplies;Automotive;Towing;Tires;Used Car Dealers;Car Dealers;Oil Change Stations;Auto Repair
133597,MNo2l4eFOOJqCo8PX0W12A,"""China Star Restaurant""",,"""400 W Center St""",Monticello,IL,61856,40.0279187,-88.5744749,3.0,4,0,Restaurants;Chinese
133621,-2q4dnUw0gGJniGW2aPamQ,"""Fiesta Ranchera""",,"""1805 S Neil St""",Champaign,IL,61820,40.0940675,-88.2457853,2.0,4,0,Mexican;Restaurants
133623,o2zAHduE6ubeqR7kaHzSvQ,"""Bangkok Thai & PHO 911""",,"""1104 N Cunningham Ave""",Urbana,IL,61802,40.1236712033,-88.2006709278,3.5,20,1,Thai;Restaurants
133719,d-l0D4N236Qc0-Iy-p1cFw,"""Cracker Barrel Old Country Store""",,"""2101 N Kenyon Rd""",Urbana,IL,61802,40.133434,-88.1994841,3.5,28,1,Breakfast & Brunch;Food;Southern;Desserts;Restaurants;American (Traditional)
133734,uKdn-wNKssUwdz9qlGiwDA,"""Meineke Car Care Center""",,"""712 North Cunningham Avenue""",Urbana,IL,61801,40.11993,-88.2025,4.0,11,0,Tires;Oil Change Stations;Automotive;Auto Repair
133769,GKQWjnloUthLFGsSsrpZUw,"""Reynolds Towing Service""",,"""1417 W Kenyon Rd""",Urbana,IL,61801,40.1339532,-88.229673,3.5,10,1,Hotels & Travel;Roadside Assistance;Towing;Automotive;Motorcycle Dealers;Transportation;Auto Repair;Trailer Repair
134011,RnGG5bAz4nTPo_Ui99Kzbg,"""Le Peep Restaurant""",,"""2209 S Neil St""",Champaign,IL,61820,40.086871,-88.248177,3.5,105,1,Breakfast & Brunch;American (New);Food;Cafes;Restaurants;Coffee & Tea;American (Traditional)
134216,kLojwXxsSWHtL_AxeBie1A,"""Starbucks""",,"""503 E Green St""",Champaign,IL,61820,40.1100452,-88.2317182,3.5,33,1,Food;Coffee & Tea
134476,5TPyzmhr3TKyWkPfzm01wA,"""Fazoli's""",,"""2029 N Prospect Ave""",Champaign,IL,61821,40.139841,-88.258482,3.0,20,1,Italian;Restaurants
134482,UEsFV-zCAL_E_DTv-wGzfw,"""Illini Tower""",,"""409 E Chalmers St""",Champaign,IL,61820,40.106469,-88.232343,1.0,6,1,Apartments;Real Estate;Home Services;University Housing
134533,jQVj8EjfWGUjKVoXQRXqkw,"""Lambos BP""",,"""1000 E Southline Rd""",Tuscola,IL,61953,39.7923470874,-88.2725749238,5.0,4,1,Automotive;Food;Gas Stations;Convenience Stores
134630,xuBaqHxquWr-I_2drJXH5A,"""United States Government""",,"""2001 N Mattis Ave""",Champaign,IL,61821,40.137251,-88.2788042,2.5,3,1,Post Offices;Public Services & Government
134639,lG9YdIb-87LK21XnMKvzFg,"""Teamoji""",,"""617 E Green St""",Champaign,IL,61820,40.110041,-88.2296889,5.0,4,1,Bakeries;Restaurants;Asian Fusion;Bubble Tea;Coffee & Tea;Food
134669,cLrsYJSVjDQbaVikQSpnbQ,"""Green Street Cafe""",,"""35 E Green St""",Champaign,IL,61820,40.1099022,-88.2410371,3.5,11,1,Mediterranean;Restaurants;Hookah Bars;Nightlife;Greek;Bars
135026,vourq2EyEz5ZxxKhdJgLCQ,"""Roger's Barber Shop""",,"""1401 N Prospect Ave, Ste 9""",Champaign,IL,61820,40.1295194,-88.2583899,5.0,6,1,Barbers;Beauty & Spas
135091,FsnwQwatA43aeGhJlxQ_Kg,"""Paris Super Crepes""",,"""601 S 6th St, Ste 106""",Champaign,IL,61820,40.1112889,-88.2305908,4.0,11,1,Desserts;Food;Ice Cream & Frozen Yogurt;Restaurants;Creperies
135136,a9KUNRphQVLeCsC3RAEQPA,"""Ippatsu Salon""",,"""73 E Chester St""",Champaign,IL,61820,40.1155274,-88.239229,4.0,54,1,Hair Salons;Shopping;Barbers;Beauty & Spas;Arts & Entertainment;Art Galleries
135174,rrijo70DD_kPHMfEyOVskg,"""Safelite AutoGlass""",,"""719 S Neil St""",Champaign,IL,61820,40.107366,-88.243872,5.0,8,1,Automotive;Windshield Installation & Repair;Auto Glass Services
135232,Jp46qQ4SJ1RxMAyJQdITvQ,"""Orange Express Taxi""",,"""""",Champaign,IL,61820,40.1064071,-88.2434223,2.5,12,1,Transportation;Taxis;Hotels & Travel
135311,20dcMWU65FpczwZjYkqF7Q,"""Portrait Innovation""",,"""2000 N Neil St""",Champaign,IL,61820,40.1423318,-88.2429304,1.0,7,1,Na
135439,fQg2n9yAt43dQjyOioOwDQ,"""Country Fair""",,"""619 N Country Fair Dr""",Champaign,IL,61822,40.1223766874,-88.2818687885,3.5,3,1,Local Services;Self Storage
135455,YJMU2zD1orchUCgCBKDiTQ,"""Pretty Nails Spa""",,"""114 N Vine St, Ste K""",Urbana,IL,61802,40.1134471,-88.2030657,1.5,6,1,Beauty & Spas;Nail Salons
135553,xhYpFLDglFANaGKGgRb_gQ,"""Honda Of Champaign""",,"""100 Burwash""",Savoy,IL,61874,40.0748319,-88.2491649,4.5,7,1,Car Dealers;Automotive;Auto Repair
135570,aLdMqYoHqc77JjOybdPX-A,"""JT Walker's Restaurant and Brewery""",,"""401 E Main St""",Mahomet,IL,61853,40.1949665,-88.4039886,3.5,73,1,Wraps;Nightlife;Sports Bars;Bars;Restaurants;American (Traditional)
135888,wgBO_XpaLJ_MapolWUH9hQ,"""Jaivika Salon""",,"""624 S Fifth St""",Champaign,IL,61820,40.11253,-88.24627,5.0,5,1,Beauty & Spas;Hair Salons;Barbers
136087,Gn68S8dMawWtjaiNNAHQbQ,"""Spaghetti Shop""",,"""1325 N Dunlap Ave""",Savoy,IL,61874,40.07145,-88.249365,2.5,3,0,Restaurants
136170,x792tXM8gIf6-nU2IiiAEQ,"""Five Guys Burgers & Fries""",,"""913 W Marketview Dr""",Champaign,IL,61822,40.1377293292,-88.2586995927,3.0,23,0,Burgers;Restaurants
136205,nSANvWMsrquhaxOnOwThSg,"""Kouski Landscaping Co.""",,"""4400 W Springfield Ave""",Champaign,IL,61822,40.113731,-88.318668,5.0,3,1,Lighting Fixtures & Equipment;Snow Removal;Contractors;Landscape Architects;Landscaping;Patio Coverings;Local Services;Home Services
136294,yFftpvJrkz4E38wUtps7Yw,"""Confidentially Yours""",,"""1808 Round Barn Rd, Ste B""",Champaign,IL,61821,40.1115366,-88.277709,3.0,4,1,Lingerie;Fashion;Shopping;Accessories;Swimwear
136403,40_k0mmGSXesMHpjPFSXaQ,"""Avis Rent A Car""",,"""11 Airport Rd, Ste 1""",Savoy,IL,61874,40.036241,-88.263489,1.5,3,1,Car Rental;Hotels & Travel
136540,WNjaebDOz28myPRNtlACdg,"""Fetch! Pet Care""",,"""4106 Colleen Dr""",Champaign,IL,61822,40.109163,-88.313004,2.5,10,1,Dog Walkers;Pets;Pet Services;Pet Sitting
136601,MqhxKfI7oMjUTMqH2gnhyg,"""McDonald's""",,"""1812 N Neil St""",Champaign,IL,61820,40.1375686,-88.2430516,1.5,10,1,Burgers;Restaurants;Fast Food
136645,P5xmAll95cWKs0EzwYdEYA,"""Dixon Graphics""",,"""105 W John St""",Champaign,IL,61820,40.1084268,-88.2442009,5.0,4,1,Local Services;Printing Services
136780,acQ9qQXsPypkGZMgFGSolw,"""Gamestop Prospect Commons""",,"""2517 N Prospect Ave""",Champaign,IL,61822,40.1458343,-88.2585027,3.0,3,1,Books;Mags;Music & Video;Shopping
136886,wlZ3ybXuoe3io2yuOE00rA,"""Dunkin' Donuts""",,"""404 W University Ave""",Urbana,IL,61801,40.1167564392,-88.2114257812,1.5,12,1,Donuts;Coffee & Tea;Food;Bagels
136890,x4JAlXEv_pTGW_c24g2YRA,"""Paul S Sahni, DMD, MSD, PC""",,"""201 W Springfield Ave, Ste 901""",Champaign,IL,61820,40.112099,-88.2455039,3.0,3,1,Orthodontists;General Dentistry;Endodontists;Health & Medical;Dentists
136909,zkieW2F82--bbOIRhOCj0g,"""All Creatures Animal Hospital""",,"""2001 N Linview Ave""",Urbana,IL,61801,40.1311623,-88.2181002,4.0,8,1,Pet Services;Veterinarians;Pets;Pet Sitting
137050,w_O-xDRHCRBUIr0ojbN6tw,"""Parkside Apartments""",,"""1205C E Florida Ave""",Urbana,IL,61801,40.0977002,-88.1939231,2.0,4,1,Automotive;Real Estate;Apartments;Home Services;Real Estate Services;Parking
137109,c9PkUjunOI49r9oO4ZJcmQ,"""Taco Bell""",,"""1707 S. Neil Street""",Champaign,IL,61820,40.096139,-88.245141,2.5,18,1,Fast Food;Tex-Mex;Mexican;Restaurants
137166,YklSTCQsb1chav_BqvKfUg,"""Rueck Insurance""",,"""702 Bloomington Rd, Ste 205""",Champaign,IL,61820,40.1305238,-88.2533215,4.5,8,1,Home & Rental Insurance;Insurance;Auto Insurance;Life Insurance;Financial Services
137186,FHgnj0vgb-DtCSQmL9OJSA,"""Urbana True Tires""",,"""608 N Cunningham Ave""",Urbana,IL,61802,40.1182093353,-88.203446,4.0,6,1,Tires;Automotive;Auto Repair
137224,nJktGdlCdrH66UtlADlWJg,"""Amano's Pizza""",,"""2018 Philo Rd""",Urbana,IL,61802,40.0930433,-88.1906702,4.0,22,0,Pizza;Restaurants
137319,-jGoRjpTw3N9IAUhD8k5Tg,"""Meadowbrook Park""",,"""Windsor Rd And Race St""",Urbana,IL,61801,40.1059233,-88.2120315,5.0,11,1,Parks;Active Life
137400,BsXjDlfP84HTP_PDpLmEiQ,"""Cardinal Fitness of Urbana""",,"""300 S Broadway, Ste 160""",Urbana,IL,61801,40.110634,-88.207179,3.0,4,0,Gyms;Active Life;Fitness & Instruction
137458,bYscwOmCux0HRXF9nJ4qBQ,"""The Wheelhouse""",,"""109 N Main St""",St Joseph,IL,61873,40.111971,-88.0424035,4.5,28,1,American (New);Breakfast & Brunch;Restaurants;Bars;Cocktail Bars;Nightlife
137600,yC0gu616LmiEUPJEQh2ZkQ,"""AutoZone""",,"""311 E University Ave""",Champaign,IL,61820,40.1160427,-88.2340733,3.5,6,1,Auto Parts & Supplies;Automotive
137707,YVXI1IDeu3QQK5qI3Zaw-Q,"""Byers Vacuum Cleaner Sales & Service""",,"""77 E University Ave""",Champaign,IL,61820,40.1169398589,-88.2390975952,4.5,4,1,Appliances;Home Decor;Shopping;Local Services;Appliances & Repair;Home & Garden
137708,2KyPvxkqIdJsLUjAsZBBhw,"""Homewood Suites By Hilton Champaign-Urbana""",,"""1417 S Neil St""",Champaign,IL,61820,40.0995771,-88.2458641,4.5,30,1,Hotels;Hotels & Travel;Event Planning & Services;Party & Event Planning;Venues & Event Spaces;Wedding Planning
138077,Y0_KRVDTasHCTh_P-WRSqg,"""Burger King""",,"""2105 W Springfield Ave""",Champaign,IL,61821,40.1125075,-88.2814842,2.5,4,1,Burgers;Hot Dogs;Restaurants
138181,h5BZArkBziu_6w1PKq7I7Q,"""Holiday Inn Express Tuscola""",,"""1201 Tuscola Blvd""",Tuscola,IL,61953,39.7880571,-88.2659263,3.0,4,1,Event Planning & Services;Hotels & Travel;Venues & Event Spaces;Hotels
138194,yJlqyI_w9bQ3I2nCJNYLQQ,"""Caring Hands Animal Hospital""",,"""1704 Philo Rd""",Urbana,IL,61802,40.0977701,-88.1903506,4.0,14,1,Pet Groomers;Pets;Pet Services;Pet Stores;Pet Training;Veterinarians
138268,BLtzUCwmGOSVgPJ78N3ORA,"""Tang Dynasty""",,"""140 Lincoln Sq Mall""",Urbana,IL,61801,40.111024,-88.197063,3.0,31,1,Food;Chinese;Barbeque;Restaurants;Desserts
138278,8k2l-fbaeQU9lVG4oRgxUw,"""Prairie Fire Restaurant""",,"""100 Trade Centre Dr""",Champaign,IL,61821,40.097136,-88.245695,3.0,22,0,American (New);Restaurants
138466,EVZumrOiqpMhvrscukkzBQ,"""Hen House Family Restaurant""",,"""74 State Rt 47""",Mahomet,IL,61853,40.1963847713,-88.3980202674,3.5,25,1,Restaurants;American (Traditional)
138493,CxleUE5milDH9tayYjhzDQ,"""Paris Boutique""",,"""511 W Town Center Blvd""",Champaign,IL,61822,40.1426336,-88.2589547,3.0,4,0,Shopping;Fashion;Women's Clothing
138505,JzK0IfNXvYScqvv09Y95yA,"""The Brake Shop""",,"""308 S Market St""",Champaign,IL,61820,40.113102,-88.242501,5.0,3,1,Auto Repair;Automotive;Auto Parts & Supplies
138506,bLSa5YFX6kKci_-nLz_0qQ,"""Red Lion""",,"""211 E Green St""",Champaign,IL,61820,40.109909,-88.235626,2.5,17,1,Nightlife;Bars
138588,antAO0QcETbQZbu0sN2fRQ,"""Jet Cab""",,"""""",Urbana,IL,61801,40.1059233,-88.2120315,2.5,7,1,Transportation;Hotels & Travel;Taxis
138650,ufcf9VJn55RLDYGWsYDxgg,"""Scrubs Plus""",,"""901B S Neil St""",Champaign,IL,61820,40.1056158,-88.2436758,3.0,5,1,Health & Medical;Shopping;Uniforms
138651,yE4k_CM9L0yPVVozyELfSQ,"""Noodles & Company""",,"""528 E Green""",Champaign,IL,61820,40.1105017,-88.2306324,3.0,44,1,Asian Fusion;Noodles;Restaurants;Comfort Food;Italian
138665,sKToYrrPP4VWzpIy94pLgg,"""Charleys Philly Steaks""",,"""203 N Lombard St""",Mahomet,IL,61853,40.1956974,-88.3998825,3.5,6,1,Restaurants;Fast Food;American (Traditional)
138907,mofOjB6flg-eAWOFbOkHfQ,"""ChinaTown Buffet""",,"""713 W Marketview Dr""",Champaign,IL,61822,40.1373032,-88.2560119,2.5,59,1,Buffets;Sushi Bars;Chinese;Restaurants
138908,PmVxbit6HDDsEUS-j9aDfg,"""Billy Barooz Bar & Grill""",,"""2521 Village Green Pl""",Champaign,IL,61822,40.081322,-88.296709,3.5,70,1,Sports Bars;Nightlife;Bars;American (Traditional);American (New);Restaurants;Breakfast & Brunch
139118,TenyEe-tWeQBhc_2C5yjRQ,"""Animal Outfitters""",,"""1323 N Dunlap Ave""",Savoy,IL,61874,40.0710257,-88.2495356,4.5,8,1,Pet Training;Pet Services;Pet Sitting;Professional Services;Pets
139403,0niOkgffJjgTA0S9fX_cgg,"""Champaign Dental Care""",,"""2102 N Market St""",Champaign,IL,61822,40.1386362,-88.2385227,2.5,3,1,General Dentistry;Dentists;Health & Medical
139631,g47OIJSJQI2pf_FBdV-uQg,"""Andy's Enterprise & Auto Beauty""",,"""515 N Market St""",Champaign,IL,61820,40.120833,-88.240345,5.0,3,1,Auto Repair;Limos;Auto Detailing;Automotive;Hotels & Travel;Transportation;Towing
139955,kCIvm-8hNfD-qrCxiWLsSQ,"""The Smoke Shack""",,"""208 E Green St""",Champaign,IL,61820,40.1104174,-88.2360945,2.0,5,0,Shopping;Tobacco Shops
139959,jDlvFXuxis4rC2NcWQbqig,"""Thomas M. Siebel Center for Computer Science""",,"""201 N Goodwin Ave""",Urbana,IL,61801,40.1140258,-88.2248073,5.0,6,1,Education;Colleges & Universities
139960,POuzQLJuPWx0i-dUNdRsWQ,"""International Galleries""",,"""118 Lincoln Square""",Urbana,IL,61801,40.1112508,-88.2072358,4.5,9,1,Jewelry;Shopping;Framing;Arts & Crafts;Art Galleries;Arts & Entertainment
139998,t952QLgrh-5l1woJ4IFgUA,"""Vinny's East Coast Pizzeria""",,"""401 W Kirby Ave""",Champaign,IL,61820,40.0977984,-88.2484631,3.5,62,1,Pizza;Restaurants
140018,h2vFVV5pJjn8arA7GR6mQg,"""Zelma's""",,"""1103 W Windsor Rd""",Champaign,IL,61822,40.0831911396,-88.2639685902,3.0,14,0,Sandwiches;Pizza;Restaurants
140082,u8C8pRvaHXg3PgDrsUHJHQ,"""Papa Del's Pizza""",,"""1201 S Neil St""",Champaign,IL,61820,40.1032417,-88.2441637,3.5,371,1,Restaurants;Sandwiches;Pizza;Salad
140317,GvLIWb02xHBohoAdDvqxDw,"""Ruler Foods""",,"""2002 W Springfield Ave""",Champaign,IL,61821,40.1135723363,-88.2803142931,4.0,4,1,Grocery;Food
140572,lEfDbMH4ON41L2ByGALx9g,"""The Music Shoppe""",,"""27 E Marketview Dr""",Champaign,IL,61820,40.137422,-88.241224,3.0,4,1,Electronics;Guitar Stores;Books;Mags;Music & Video;Local Services;Piano Stores;Education;Musical Instrument Services;Shopping;Music & DVDs;Specialty Schools;Musical Instruments & Teachers
140666,adoQdp1D6z3DUaM498AJ-Q,"""Payless Shoesource""",,"""2002 N Prospect Ave""",Champaign,IL,61822,40.1400008,-88.2572043,4.5,3,1,Shoe Stores;Shopping;Fashion;Accessories
140773,aokqWHt8vMf5iwj8KZZ5eg,"""Flesor's Candy Kitchen""",,"""101 W Sale St""",Tuscola,IL,61953,39.7995632,-88.2878609,4.5,48,1,Candy Stores;Specialty Food;Breakfast & Brunch;Food;Ice Cream & Frozen Yogurt;Cafes;Restaurants
140795,io4Wup6V-L_RJpwdOoAaOg,"""Pages For All Ages Books Music Cafe & Dvds""",,"""1201 Savoy Plaza Ln""",Savoy,IL,61874,40.0695747,-88.2515601,5.0,4,0,Newspapers & Magazines;Books;Mags;Music & Video;Shopping
140797,8mKV3KThn3wXGL3OVxrCNg,"""Sitara""",,"""114 S Race St""",Urbana,IL,61801,40.111959,-88.208652,4.0,163,0,Indian;Restaurants;Vegetarian
140798,vov_aU5cGD-EfUcmjSHmkw,"""Pretty Nails""",,"""115 Lincoln Sq, Ste B""",Urbana,IL,61801,40.1112721,-88.2071462,3.5,3,1,Nail Salons;Beauty & Spas
140836,rrUWiTpF2wwBSQoTCMoexg,"""The Studio""",,"""202 E University Ave, Ste H""",Urbana,IL,61801,40.1176953,-88.2058742,4.0,6,1,Hair Salons;Beauty & Spas;Event Planning & Services;Day Spas;Skin Care;Photographers
140938,tLgKerW16F9V239MjNA2PA,"""Blain's Farm & Fleet""",,"""2701 N Cunningham Ave""",Urbana,IL,61802,40.140714,-88.1937109,3.5,23,1,Fashion;Shopping;Home & Garden;Hardware Stores;Department Stores;Tires;Automotive;Auto Repair
140955,GWS5s8HSm1zjqMLJD7wQLg,"""Woori Jib Restaurant""",,"""710 S 6th St""",Champaign,IL,61822,40.10959,-88.230064,3.5,88,1,Korean;Restaurants
140977,6iHPQpra_VTWkzHMEwJa0g,"""Healthy Homes Inspection Services""",,"""""",Royal,IL,61871,40.1953992,-87.9739055,3.0,3,1,Home Inspectors;Home Services
